Player,Season,MPPG,Outcome
Paul Pierce,2012-13,33.442,Successful
Zach Randolph,2014-15,32.451,Successful
Rajon Rondo,2007-08,29.948,Successful
Beno Udrih,2010-11,34.608,Successful
Deron Williams,2006-07,36.875,Successful
Giannis Antetokounmpo,2015-16,35.288,Successful
Jimmy Butler,2013-14,38.672,Successful
Derrick Favors,2015-16,31.984,Successful
Steve Francis,2003-04,40.43,Successful
Kevin Garnett,2008-09,31.088,Successful
Pau Gasol,2015-16,31.819,Successful
Paul George,2016-17,35.853,Successful
James Harden,2010-11,26.695,Successful
Tobias Harris,2018-19,34.72,Successful
Jrue Holiday,2017-18,36.136,Successful
DeAndre Jordan,2018-19,29.667,Successful
Andrei Kirilenko,2007-08,30.792,Successful
Kyle Lowry,2014-15,34.486,Successful
Emeka Okafor,2006-07,34.761,Successful
Tony Parker,2011-12,32.05,Successful
Paul Pierce,2003-04,38.738,Successful
Zach Randolph,2003-04,37.864,Successful
John Salmons,2009-10,34.864,Successful
Jayson Tatum,2017-18,30.475,Successful
Klay Thompson,2016-17,33.962,Successful
Rasheed Wallace,2004-05,34.013,Successful
LaMarcus Aldridge,2011-12,36.255,Successful
Eric Bledsoe,2014-15,34.568,Successful
Jimmy Butler,2012-13,26.024,Successful
DeMarre Carroll,2014-15,31.271,Successful
Montrezl Harrell,2019-20,27.762,Successful
Udonis Haslem,2005-06,30.753,Successful
Joe Johnson,2007-08,40.768,Successful
Ty Lawson,2014-15,35.533,Successful
Brook Lopez,2014-15,29.167,Successful
Kyle Lowry,2010-11,34.173,Successful
Corey Maggette,2006-07,30.547,Successful
Kevin Martin,2012-13,27.74,Successful
Andre Miller,2004-05,34.78,Successful
Andre Miller,2009-10,30.488,Successful
Andre Miller,2010-11,32.716,Successful
Mike Miller,2004-05,29.974,Successful
Greg Monroe,2011-12,31.545,Successful
Mehmet Okur,2004-05,28.098,Successful
Tony Parker,2007-08,33.507,Successful
Chandler Parsons,2012-13,36.289,Successful
Paul Pierce,2011-12,34.016,Successful
Tayshaun Prince,2005-06,35.341,Successful
Jonas Valanciunas,2019-20,26.357,Successful
Nikola Vucevic,2014-15,34.176,Successful
Ray Allen,2003-04,38.429,Successful
DJ Augustin,2018-19,28.012,Successful
Bradley Beal,2017-18,36.305,Successful
Mike Bibby,2008-09,34.684,Successful
Chris Bosh,2011-12,35.211,Successful
PJ Brown,2004-05,34.354,Successful
Marcus Camby,2003-04,30.028,Successful
Samuel Dalembert,2003-04,26.793,Successful
Samuel Dalembert,2007-08,33.22,Successful
Kevin Garnett,2011-12,31.067,Successful
Pau Gasol,2006-07,36.153,Successful
Ben Gordon,2008-09,36.573,Successful
Danny Granger,2010-11,34.975,Successful
JJ Hickson,2012-13,29.038,Successful
Andre Iguodala,2016-17,26.289,Successful
Reggie Jackson,2015-16,30.684,Successful
Ty Lawson,2011-12,34.82,Successful
David Lee,2006-07,29.845,Successful
Corey Maggette,2007-08,35.743,Successful
Khris Middleton,2017-18,36.366,Successful
Lamar Odom,2008-09,29.692,Successful
Jason Richardson,2010-11,33.938,Successful
Ben Simmons,2019-20,35.386,Successful
Jayson Tatum,2019-20,34.318,Successful
Jonas Valanciunas,2015-16,25.95,Successful
Thaddeus Young,2018-19,30.728,Successful
Bam Adebayo,2018-19,23.329,Not Successful
Brent Barry,2006-07,21.747,Not Successful
Raja Bell,2005-06,37.456,Successful
Bojan Bogdanovic,2018-19,31.765,Successful
Matt Bonner,2008-09,23.802,Not Successful
Chris Bosh,2004-05,37.247,Successful
Ronnie Brewer,2008-09,32.16,Successful
Marcus Camby,2009-10,31.27,Successful
Darren Collison,2018-19,28.197,Successful
Mike Conley,2014-15,31.786,Successful
Antonio Daniels,2004-05,27.013,Successful
Goran Dragic,2014-15,33.846,Successful
Danilo Gallinari,2016-17,33.873,Successful
Pau Gasol,2004-05,31.964,Successful
Marcin Gortat,2016-17,31.171,Successful
Tobias Harris,2016-17,31.305,Successful
Brendan Haywood,2007-08,27.85,Successful
Al Horford,2008-09,33.463,Successful
Dwight Howard,2017-18,30.407,Successful
Antawn Jamison,2006-07,38.029,Successful
Greg Monroe,2014-15,30.971,Successful
Dirk Nowitzki,2015-16,31.52,Successful
Mitchell Robinson,2019-20,23.148,Not Successful
Thabo Sefolosha,2012-13,27.519,Successful
Bobby Simmons,2004-05,37.32,Successful
Josh Smith,2011-12,35.288,Successful
Tristan Thompson,2014-15,26.756,Successful
Hedo Turkoglu,2010-11,31.358,Successful
Russell Westbrook,2018-19,36.027,Successful
Harrison Barnes,2014-15,28.268,Successful
Andris Biedrins,2006-07,29.049,Successful
Willie Cauley-Stein,2018-19,27.321,Successful
Jae Crowder,2016-17,32.431,Successful
Ed Davis,2015-16,20.79,Not Successful
Andre Drummond,2016-17,29.741,Successful
Danny Granger,2011-12,33.258,Successful
Tobias Harris,2017-18,33.35,Successful
Brendan Haywood,2009-10,30.584,Successful
George Hill,2009-10,29.179,Successful
Josh Howard,2005-06,32.458,Successful
Andre Iguodala,2009-10,38.939,Successful
Andre Iguodala,2010-11,36.851,Successful
Ersan Ilyasova,2012-13,27.562,Successful
Kyrie Irving,2013-14,35.155,Successful
Nikola Jokic,2015-16,21.663,Not Successful
Ty Lawson,2010-11,26.288,Successful
Brook Lopez,2018-19,28.667,Successful
Kenyon Martin,2003-04,34.646,Successful
Antonio McDyess,2007-08,29.295,Successful
Khris Middleton,2014-15,30.101,Successful
Paul Millsap,2013-14,33.541,Successful
Joakim Noah,2010-11,32.833,Successful
Andres Nocioni,2005-06,27.305,Successful
Mehmet Okur,2007-08,33.194,Successful
Nikola Pekovic,2012-13,31.597,Successful
JJ Redick,2014-15,30.885,Successful
JJ Redick,2015-16,27.96,Successful
JR Smith,2012-13,33.475,Successful
Klay Thompson,2013-14,35.407,Successful
Hedo Turkoglu,2003-04,25.913,Successful
Jonas Valanciunas,2013-14,28.173,Successful
Lou Williams,2017-18,32.772,Successful
Mo Williams,2009-10,34.188,Successful
Metta World Peace,2006-07,37.729,Successful
Rafer Alston,2006-07,37.073,Successful
Trevor Ariza,2014-15,35.732,Successful
Nicolas Batum,2010-11,31.525,Successful
Andrew Bynum,2010-11,27.778,Successful
Mike Conley,2010-11,35.457,Successful
Stephen Curry,2010-11,33.635,Successful
Drew Gooden,2005-06,27.519,Successful
Jeff Green,2009-10,37.11,Successful
Tobias Harris,2015-16,33.066,Successful
Grant Hill,2004-05,34.896,Successful
Dwight Howard,2015-16,32.113,Successful
Andre Iguodala,2004-05,32.756,Successful
Zydrunas Ilgauskas,2006-07,27.308,Successful
Jim Jackson,2003-04,38.988,Successful
Al Jefferson,2006-07,33.609,Successful
Richard Jefferson,2008-09,35.841,Successful
Kyle Korver,2004-05,32.524,Successful
Kyle Lowry,2018-19,34.046,Successful
CJ McCollum,2017-18,36.086,Successful
Reggie Miller,2004-05,31.894,Successful
Greg Monroe,2010-11,27.775,Successful
Jameer Nelson,2010-11,30.513,Successful
Chris Paul,2018-19,32.017,Successful
Dwight Powell,2017-18,21.165,Not Successful
Joel Przybilla,2008-09,23.805,Not Successful
Julius Randle,2017-18,26.707,Successful
JJ Redick,2017-18,30.229,Successful
Jason Richardson,2009-10,31.456,Successful
Rajon Rondo,2010-11,37.162,Successful
Dario Saric,2017-18,29.615,Successful
Kenny Thomas,2003-04,36.473,Successful
Anderson Varejao,2006-07,23.852,Not Successful
Lou Williams,2014-15,25.2,Successful
Ivica Zubac,2019-20,18.417,Not Successful
Steven Adams,2015-16,25.175,Successful
Steven Adams,2016-17,29.863,Successful
Steven Adams,2019-20,26.667,Successful
Ryan Anderson,2012-13,30.901,Successful
Mark Blount,2003-04,29.293,Successful
Andrew Bogut,2013-14,26.403,Successful
Malcolm Brogdon,2018-19,28.625,Successful
Luol Deng,2005-06,33.385,Successful
Mike Dunleavy,2013-14,31.512,Successful
Kenneth Faried,2013-14,27.225,Successful
Raymond Felton,2009-10,33.038,Successful
Jeff Foster,2007-08,24.468,Successful
Drew Gooden,2006-07,27.975,Successful
Danny Granger,2006-07,33.963,Successful
Devin Harris,2006-07,26.013,Successful
Kosta Koufos,2012-13,22.432,Not Successful
Rashard Lewis,2003-04,36.638,Successful
Rashard Lewis,2009-10,32.903,Successful
Josh McRoberts,2013-14,30.256,Successful
Brad Miller,2007-08,34.903,Successful
Troy Murphy,2005-06,34,Successful
Emeka Okafor,2010-11,31.764,Successful
Anthony Parker,2006-07,33.384,Successful
JJ Redick,2009-10,22.049,Not Successful
Luis Scola,2007-08,24.683,Successful
Jason Terry,2009-10,32.987,Successful
Daniel Theis,2019-20,24.092,Successful
TJ Warren,2019-20,32.866,Successful
Tyler Zeller,2014-15,21.11,Not Successful
Ryan Anderson,2010-11,22.25,Not Successful
Carmelo Anthony,2015-16,35.139,Successful
Chris Bosh,2015-16,33.547,Successful
Mike Conley,2011-12,35.065,Successful
Erick Dampier,2006-07,25.197,Successful
Baron Davis,2006-07,35.254,Successful
Luol Deng,2015-16,32.351,Successful
Channing Frye,2009-10,27.037,Successful
Marc Gasol,2008-09,30.744,Successful
Pau Gasol,2016-17,25.422,Successful
Rudy Gay,2009-10,39.688,Successful
Rudy Gobert,2015-16,31.672,Successful
Marcin Gortat,2010-11,25.4,Successful
Chuck Hayes,2006-07,21.974,Not Successful
Josh Howard,2004-05,32.184,Successful
Ersan Ilyasova,2011-12,27.583,Successful
Joe Johnson,2011-12,35.45,Successful
Enes Kanter,2014-15,28.467,Successful
Jason Kidd,2010-11,33.163,Successful
Kyle Korver,2012-13,30.527,Successful
Kevin Love,2016-17,31.417,Successful
Kevin Love,2017-18,27.983,Successful
Paul Millsap,2016-17,33.957,Successful
Markieff Morris,2013-14,26.58,Successful
Joakim Noah,2008-09,24.225,Successful
Zach Randolph,2013-14,34.241,Successful
Josh Smith,2010-11,34.351,Successful
Nikola Vucevic,2019-20,32.226,Successful
Gerald Wallace,2005-06,34.455,Successful
Delonte West,2008-09,33.625,Successful
Ray Allen,2006-07,40.345,Successful
Matt Barnes,2012-13,25.725,Successful
Brandon Bass,2010-11,26.053,Successful
Caron Butler,2005-06,36.107,Successful
Jose Calderon,2013-14,30.469,Successful
Ed Davis,2014-15,23.291,Not Successful
Luol Deng,2012-13,38.707,Successful
DeMar DeRozan,2018-19,34.909,Successful
Derek Fisher,2008-09,29.768,Successful
Danilo Gallinari,2015-16,34.698,Successful
Danilo Gallinari,2019-20,29.581,Successful
Chuck Hayes,2010-11,28.095,Successful
Al Horford,2016-17,32.25,Successful
Amir Johnson,2013-14,28.753,Successful
Ty Lawson,2013-14,35.839,Successful
Brook Lopez,2010-11,35.232,Successful
Corey Maggette,2009-10,29.729,Successful
Jason Maxiell,2007-08,21.561,Not Successful
Luis Scola,2009-10,32.573,Successful
Joe Smith,2003-04,29.658,Successful
Myles Turner,2018-19,28.635,Successful
Keith Van Horn,2003-04,32.5,Successful
Martell Webster,2012-13,28.947,Successful
Hassan Whiteside,2018-19,23.25,Not Successful
Thaddeus Young,2011-12,27.857,Successful
Cody Zeller,2015-16,24.301,Successful
Shareef Abdur-Rahim,2005-06,27.236,Successful
Arron Afflalo,2010-11,33.681,Successful
LaMarcus Aldridge,2007-08,34.855,Successful
Kyle Anderson,2017-18,26.73,Successful
Giannis Antetokounmpo,2014-15,31.37,Successful
Carmelo Anthony,2011-12,34.109,Successful
DJ Augustin,2010-11,33.622,Successful
DJ Augustin,2013-14,27.31,Successful
Will Barton,2017-18,33.123,Successful
Chris Bosh,2003-04,33.467,Successful
Bruce Bowen,2005-06,33.598,Successful
Kobe Bryant,2011-12,38.483,Successful
Samuel Dalembert,2006-07,30.915,Successful
Boris Diaw,2009-10,35.439,Successful
Joel Embiid,2017-18,30.349,Successful
Steve Francis,2004-05,38.179,Successful
Danny Granger,2009-10,36.742,Successful
Tobias Harris,2019-20,34.292,Successful
Roy Hibbert,2011-12,29.8,Successful
George Hill,2015-16,34.108,Successful
Serge Ibaka,2011-12,27.152,Successful
Allen Iverson,2006-07,42.477,Successful
DeAndre Jordan,2012-13,24.512,Successful
Carl Landry,2012-13,23.16,Not Successful
Kawhi Leonard,2012-13,31.207,Successful
Brook Lopez,2015-16,33.658,Successful
Ian Mahinmi,2015-16,25.577,Successful
Wesley Matthews,2014-15,33.733,Successful
Andre Miller,2005-06,35.817,Successful
Monte Morris,2018-19,24.024,Successful
Troy Murphy,2007-08,28.08,Successful
Joakim Noah,2009-10,30.078,Successful
Shaquille O'Neal,2005-06,30.61,Successful
Anthony Parker,2007-08,32.122,Successful
Kendrick Perkins,2007-08,24.513,Successful
James Posey,2007-08,24.608,Successful
Tayshaun Prince,2008-09,37.28,Successful
Michael Redd,2004-05,37.973,Successful
Luke Ridnour,2009-10,21.451,Not Successful
Gerald Wallace,2010-11,37.93,Successful
Rasheed Wallace,2003-04,35.147,Successful
Rasheed Wallace,2006-07,32.253,Successful
Thaddeus Young,2010-11,26.037,Successful
Carmelo Anthony,2003-04,36.524,Successful
Trevor Ariza,2008-09,24.378,Successful
Brent Barry,2004-05,21.506,Not Successful
Bruce Bowen,2004-05,32.037,Successful
Elton Brand,2011-12,28.867,Successful
Robert Covington,2017-18,31.65,Successful
Erick Dampier,2008-09,22.95,Not Successful
Anthony Davis,2012-13,28.844,Successful
Rudy Fernandez,2008-09,25.551,Successful
Danilo Gallinari,2010-11,33.935,Successful
Rudy Gay,2014-15,35.412,Successful
Shai Gilgeous-Alexander,2019-20,34.686,Successful
Draymond Green,2017-18,32.671,Successful
Gerald Green,2013-14,28.415,Successful
Roy Hibbert,2012-13,28.722,Successful
Nene Hilario,2003-04,32.519,Successful
George Hill,2010-11,28.263,Successful
Fred Hoiberg,2003-04,22.835,Not Successful
Serge Ibaka,2018-19,27.162,Successful
Zydrunas Ilgauskas,2007-08,30.438,Successful
Chris Kaman,2005-06,32.821,Successful
Khris Middleton,2015-16,36.101,Successful
Khris Middleton,2018-19,31.078,Successful
Paul Millsap,2018-19,27.071,Successful
Fabricio Oberto,2007-08,20.049,Not Successful
Patrick Patterson,2014-15,26.617,Successful
Mason Plumlee,2015-16,25.415,Successful
Julius Randle,2018-19,30.575,Successful
Michael Redd,2006-07,38.415,Successful
Mitchell Robinson,2018-19,20.606,Not Successful
Ricky Rubio,2016-17,32.92,Successful
Amar'e Stoudemire,2008-09,36.755,Successful
Jeff Teague,2012-13,32.85,Successful
Isaiah Thomas,2014-15,25.761,Successful
PJ Tucker,2013-14,30.741,Successful
Russell Westbrook,2009-10,34.305,Successful
Lou Williams,2011-12,26.281,Successful
Lou Williams,2016-17,24.617,Successful
Marvin Williams,2008-09,34.311,Successful
Brandan Wright,2014-15,19.32,Not Successful
Chris Andersen,2013-14,19.389,Not Successful
Trevor Ariza,2016-17,34.663,Successful
Earl Boykins,2004-05,26.366,Successful
Vince Carter,2003-04,38.151,Successful
Vince Carter,2012-13,25.84,Successful
John Collins,2018-19,29.984,Successful
DeMarcus Cousins,2014-15,34.119,Successful
Erick Dampier,2007-08,24.375,Successful
Monta Ellis,2010-11,40.338,Successful
Joel Embiid,2019-20,29.529,Successful
Marc Gasol,2018-19,30.835,Successful
Pau Gasol,2017-18,23.532,Not Successful
Rudy Gay,2011-12,37.262,Successful
Paul George,2011-12,29.667,Successful
Udonis Haslem,2009-10,27.91,Successful
Rodney Hood,2015-16,32.165,Successful
Joe Ingles,2018-19,31.317,Successful
Richard Jefferson,2009-10,31.111,Successful
Joe Johnson,2005-06,40.732,Successful
Andrei Kirilenko,2009-10,28.983,Successful
Andrei Kirilenko,2012-13,31.781,Successful
David Lee,2010-11,36.082,Successful
Kevon Looney,2018-19,18.513,Not Successful
Donyell Marshall,2004-05,25.308,Successful
CJ McCollum,2015-16,34.75,Successful
Antonio McDyess,2006-07,21.085,Not Successful
Jameer Nelson,2008-09,31.167,Successful
Zaza Pachulia,2015-16,26.368,Successful
Mason Plumlee,2016-17,26.519,Successful
Derrick Rose,2009-10,36.808,Successful
Derrick Rose,2011-12,35.256,Successful
Larry Sanders,2012-13,27.282,Successful
Jeff Teague,2011-12,33.076,Successful
Chris Wilcox,2006-07,31.537,Successful
Rafer Alston,2003-04,31.476,Successful
Chris Andersen,2009-10,22.303,Not Successful
Matt Barnes,2009-10,25.889,Successful
Shane Battier,2003-04,24.646,Successful
Marco Belinelli,2013-14,25.2,Successful
Bismack Biyombo,2015-16,22.049,Not Successful
Clint Capela,2016-17,23.862,Not Successful
Darren Collison,2013-14,25.863,Successful
Luol Deng,2009-10,37.871,Successful
Gorgui Dieng,2015-16,27.073,Successful
Tim Duncan,2011-12,28.172,Successful
Danny Green,2012-13,27.513,Successful
Danny Green,2018-19,27.7,Successful
Al Harrington,2003-04,30.899,Successful
Buddy Hield,2018-19,31.89,Successful
George Hill,2016-17,31.51,Successful
Grant Hill,2007-08,31.743,Successful
Richard Jefferson,2010-11,30.358,Successful
Amir Johnson,2015-16,22.785,Not Successful
Jason Kidd,2007-08,36.325,Successful
Kyle Korver,2013-14,33.915,Successful
Carl Landry,2008-09,21.261,Not Successful
Stephon Marbury,2006-07,37.135,Successful
JaVale McGee,2018-19,22.28,Not Successful
Andre Miller,2006-07,37.075,Successful
Greg Monroe,2012-13,33.173,Successful
Greg Monroe,2013-14,32.805,Successful
Steve Nash,2011-12,31.629,Successful
Mehmet Okur,2003-04,22.254,Not Successful
Tony Parker,2013-14,29.368,Successful
Nikola Pekovic,2013-14,30.796,Successful
Morris Peterson,2005-06,38.293,Successful
JJ Redick,2018-19,31.303,Successful
Nate Robinson,2008-09,29.851,Successful
Nate Robinson,2012-13,25.439,Successful
Ricky Rubio,2013-14,32.171,Successful
Damon Stoudamire,2003-04,38.024,Successful
Jeff Teague,2015-16,28.544,Successful
Kemba Walker,2019-20,31.107,Successful
David West,2011-12,29.167,Successful
Trae Young,2019-20,35.333,Successful
Al-Farouq Aminu,2018-19,28.296,Successful
Deandre Ayton,2018-19,30.746,Successful
Nicolas Batum,2012-13,38.452,Successful
Raja Bell,2006-07,37.397,Successful
Steve Blake,2008-09,31.71,Successful
Carlos Boozer,2010-11,31.898,Successful
Marcus Camby,2004-05,30.53,Successful
DeMarre Carroll,2013-14,32.068,Successful
Antonio Daniels,2003-04,21.296,Not Successful
Luol Deng,2011-12,39.426,Successful
Derek Fisher,2005-06,31.573,Successful
JaMychal Green,2016-17,27.286,Successful
Andre Iguodala,2013-14,32.381,Successful
Ersan Ilyasova,2009-10,23.432,Not Successful
Antawn Jamison,2009-10,36.455,Successful
Brandon Jennings,2012-13,36.213,Successful
Tyler Johnson,2016-17,29.836,Successful
Enes Kanter,2016-17,21.292,Not Successful
Michael Kidd-Gilchrist,2016-17,29,Successful
Damian Lillard,2012-13,38.622,Successful
Brook Lopez,2008-09,30.5,Successful
Robin Lopez,2015-16,27.061,Successful
Tracy McGrady,2007-08,36.97,Successful
Larry Nance,2017-18,21.53,Not Successful
Emeka Okafor,2007-08,33.146,Successful
Smush Parker,2005-06,33.817,Successful
Tony Parker,2015-16,27.5,Successful
Mason Plumlee,2018-19,21.11,Not Successful
Michael Redd,2007-08,37.528,Successful
Jason Richardson,2008-09,33.472,Successful
Quentin Richardson,2004-05,35.937,Successful
Quentin Richardson,2009-10,27.395,Successful
Ricky Rubio,2015-16,30.566,Successful
JR Smith,2008-09,27.716,Successful
Josh Smith,2007-08,35.469,Successful
Fred VanVleet,2019-20,35.704,Successful
Dorell Wright,2010-11,38.378,Successful
OG Anunoby,2019-20,29.942,Successful
Brent Barry,2003-04,30.559,Successful
Carlos Boozer,2012-13,32.228,Successful
